0	146.775421	103.868011	2.360985	17.512020	123.768890	107.943161	2.279100	16.318363	54.858154	143.365738	4.732395	70.357727	165.391418	54.317085	2.279100	-16.318363	
1	117.649078	119.688278	3.510556	38.717007	63.210285	138.139679	3.811082	45.629574	63.210285	97.965088	4.824661	73.127975	159.558212	112.480270	3.792543	-45.186741	
2	62.584030	120.625038	4.233545	56.306469	56.834148	122.218773	4.547122	64.956589	58.971977	105.477074	5.062157	80.504677	-63.105133	215.096283	4.547122	-64.956589	
3	55.093517	117.710052	4.583436	65.998238	55.278156	122.218773	4.824661	73.127975	63.210285	97.965088	6.329155	125.846550	42.993935	89.488121	5.062157	-80.504677	
4	50.013824	117.067406	5.154858	0.285049	61.181843	106.088013	5.137610	82.922470	63.210285	97.965088	6.514844	133.339249	-49.654041	44.939278	6.329155	-125.846550	
5	67.419998	107.704277	5.404734	91.769539	63.210285	97.965088	5.393676	91.394394	63.210285	97.965088	6.977207	152.937195	61.181843	136.064148	4.227932	56.157265	
6	82.262115	109.509415	6.081685	116.197739	74.680656	111.105110	6.246279	122.572380	105.144730	142.598221	7.275311	166.285004	197.334869	66.484879	6.514844	-133.339249	
7	85.039146	128.565018	6.624896	137.882141	77.093819	137.771790	6.779426	144.389526	105.144730	142.598221	7.275311	166.285004	34.493069	187.681351	6.779426	-144.389526	
8	95.903328	128.370819	6.576535	135.876450	90.339073	132.070984	6.464664	131.293091	88.718933	139.812180	7.322227	168.436523	90.339073	198.410828	6.946277	-151.584229	
9	93.196106	129.728531	6.774902	144.196915	89.221664	133.915329	6.828059	146.468552	124.123657	132.027176	7.420156	172.972092	32.094997	200.318329	7.322227	-168.436523	
10	106.066963	133.991714	7.059870	156.582535	105.144730	133.915329	7.227882	164.123978	105.144730	142.598221	8.028190	197.246201	243.602890	127.833366	7.420156	-162.564697	
11	107.188675	138.371704	7.415660	172.762527	105.144730	132.027176	7.420156	172.972092	124.123657	132.027176	8.451179	224.380142	57.776249	209.144043	7.265450	-165.834503	
12	113.114906	127.205727	7.864689	194.318008	122.274033	132.027176	8.104184	206.332916	124.123657	132.027176	9.230951	267.696564	91.478561	170.443283	8.104184	-206.332916	
13	118.849449	119.909798	8.346872	218.875641	117.189247	132.027176	8.451179	224.380142	124.123657	132.027176	10.048712	317.227386	197.333740	128.494507	9.230951	-267.696564	
14	103.671715	124.563034	8.833917	245.163879	100.331093	132.027176	8.659854	235.597687	90.581764	139.645828	10.590693	350.962738	77.019623	202.042633	8.659854	-235.597687	
15	106.726364	125.675606	9.479397	282.300262	114.862778	136.113083	9.600571	289.563629	124.123657	132.027176	11.341144	404.076477	89.698456	39.004761	10.048712	-317.227386	
16	95.026726	140.899307	9.936942	301.234314	90.830360	137.817261	10.209827	327.481445	124.123657	132.027176	11.341144	404.076477	60.167984	242.918823	9.600571	-289.563629	
17	107.368446	131.515564	10.222732	328.309753	120.008095	132.027176	10.027570	315.893921	124.123657	132.027176	12.105186	460.354980	112.425522	157.488922	9.393635	-247.772858	
18	113.815567	134.895264	10.554733	349.980957	124.123657	132.027176	10.730459	361.731628	124.123657	132.027176	12.191522	466.944977	188.495377	87.285721	11.341144	-404.076477	
19	109.239235	131.686066	11.347272	404.513275	110.190094	132.027176	11.341144	404.076477	124.123657	132.027176	14.073649	622.247742	79.031929	206.005814	11.341144	-404.076477	
